"
Translate to spanish
to fit (into)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/971/a_sound.mp3?1574043379 type=""audio/mpeg""></audio><br>

caber (en)
"
"
Translate to Spanish:
to be born
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/972/a_sound.mp3?1326221635 type=""audio/mpeg""></audio><br>

nacer
"
"
Translate to Spanish:
to download
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/973/a_sound.mp3?1326221635 type=""audio/mpeg""></audio><br>

descargar, bajar (del internet)
"
"
Translate to spanish
to eat breakfast
","
desayunar
"
"
Translate to Spanish:
to get, to receive
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/975/a_sound.mp3?1326221635 type=""audio/mpeg""></audio><br>

conseguir, recibir
"
"
Translate to Spanish:
to fill
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/976/a_sound.mp3?1326221635 type=""audio/mpeg""></audio><br>

llenar
"
"
Translate to Spanish:
to change clothes
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/977/a_sound.mp3?1326221635 type=""audio/mpeg""></audio><br>

cambiar de ropa
"
"
Translate to Spanish:
to enjoy
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/978/a_sound.mp3?1326221636 type=""audio/mpeg""></audio><br>

disfrutar
"
"
Translate to Spanish:
to measure
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/979/a_sound.mp3?1326221636 type=""audio/mpeg""></audio><br>

medir
"
"
Translate to Spanish:
to care for
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/980/a_sound.mp3?1326221636 type=""audio/mpeg""></audio><br>

cuidar a
"
"
Translate to Spanish:
to turn off
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/981/a_sound.mp3?1326221636 type=""audio/mpeg""></audio><br>

apagar
"
"
Translate to Spanish:
to turn on (lights, appliances)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/989/a_sound.mp3?1326221637 type=""audio/mpeg""></audio><br>

prender, encender
"
"
Translate to spanish
to delete
","
borrar
"
"
Translate to Spanish:
to bore
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/983/a_sound.mp3?1326221636 type=""audio/mpeg""></audio><br>

aburrir
"
"
Translate to Spanish:
to dial (a number)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/984/a_sound.mp3?1326221637 type=""audio/mpeg""></audio><br>

marcar (un número)
"
"
Translate to Spanish:
to pour
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/985/a_sound.mp3?1326221637 type=""audio/mpeg""></audio><br>

verter, echar
"
"
Translate to Spanish:
to startle
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/986/a_sound.mp3?1326221637 type=""audio/mpeg""></audio><br>

asustar
"
"
Translate to Spanish:
to deserve
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/987/a_sound.mp3?1326221637 type=""audio/mpeg""></audio><br>

merecer
"
"
Translate to Spanish:
to pull
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/988/a_sound.mp3?1326221637 type=""audio/mpeg""></audio><br>

tirar de, jalar
"
"
Translate to Spanish:
to get used to
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/990/a_sound.mp3?1326221638 type=""audio/mpeg""></audio><br>

acostumbrarse a
"
"
Translate to Spanish:
to make fun of, to tease, to mock
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/991/a_sound.mp3?1326221638 type=""audio/mpeg""></audio><br>

burlarse de
"
"
Translate to Spanish:
to suggest, to recommend
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/992/a_sound.mp3?1326221638 type=""audio/mpeg""></audio><br>

sugerir, recomendar
"
"
Translate to Spanish:
to say goodbye to
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/993/a_sound.mp3?1326221638 type=""audio/mpeg""></audio><br>

despedirse de
"
"
Translate to Spanish:
to introduce (a person)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/994/a_sound.mp3?1326221638 type=""audio/mpeg""></audio><br>

presentar (una persona)
"
"
Translate to Spanish:
to swear (i.e. not to be joking)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/995/a_sound.mp3?1326221638 type=""audio/mpeg""></audio><br>

jurar (i.e. no estar bromeando)
"
"
Translate to Spanish:
to bless
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/996/a_sound.mp3?1326221639 type=""audio/mpeg""></audio><br>

bendecir
"
"
Translate to Spanish:
to yawn
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/997/a_sound.mp3?1326221639 type=""audio/mpeg""></audio><br>

bostezar
"
"
Translate to Spanish:
to ring
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/998/a_sound.mp3?1326221639 type=""audio/mpeg""></audio><br>

sonar (e.g. el teléfono)
"
"
Translate to Spanish:
to blow
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/405/999/a_sound.mp3?1326221639 type=""audio/mpeg""></audio><br>

soplar
"
"
Translate to Spanish:
to take
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/000/a_sound.mp3?1326221639 type=""audio/mpeg""></audio><br>

tomar, coger
"
"
Translate to Spanish:
to surprise
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/001/a_sound.mp3?1326221639 type=""audio/mpeg""></audio><br>

sorprender
"
"
Translate to Spanish:
to hide
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/002/a_sound.mp3?1326221640 type=""audio/mpeg""></audio><br>

esconder(se), ocultar
"
"
Translate to Spanish:
to decide
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/003/a_sound.mp3?1326221640 type=""audio/mpeg""></audio><br>

decidir
"
"
Translate to Spanish:
to include
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/004/a_sound.mp3?1326221640 type=""audio/mpeg""></audio><br>

incluir
"
"
Translate to Spanish:
to assault, to attack
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/005/a_sound.mp3?1326221640 type=""audio/mpeg""></audio><br>

asaltar, atacar
"
"
Translate to Spanish:
to rise (e.g. interest rates)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/006/a_sound.mp3?1326221640 type=""audio/mpeg""></audio><br>

alzar (e.g. tasas de interés)
"
"
Translate to Spanish:
to organize
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/007/a_sound.mp3?1326221641 type=""audio/mpeg""></audio><br>

organizar
"
"
Translate to Spanish:
to stroll through
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/008/a_sound.mp3?1326221641 type=""audio/mpeg""></audio><br>

andar por
"
"
Translate to Spanish:
to suck
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/009/a_sound.mp3?1326221641 type=""audio/mpeg""></audio><br>

mamar, chupar
"
"
Translate to Spanish:
to growl, to grumble, to grunt
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/010/a_sound.mp3?1326221641 type=""audio/mpeg""></audio><br>

gruñir
"
"
Translate to Spanish:
to convert
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/011/a_sound.mp3?1326221642 type=""audio/mpeg""></audio><br>

convertir
"
"
Translate to Spanish:
to point
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/012/a_sound.mp3?1326221642 type=""audio/mpeg""></audio><br>

señalar (con la mano)
"
"
Translate to Spanish:
to grab (something)
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/013/a_sound.mp3?1326221642 type=""audio/mpeg""></audio><br>

coger (algo), agarrar
"
"
Translate to Spanish:
to jump
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/014/a_sound.mp3?1326221642 type=""audio/mpeg""></audio><br>

saltar
"
"
Translate to Spanish:
to happen, to occur
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/015/a_sound.mp3?1326221642 type=""audio/mpeg""></audio><br>

pasar, suceder, ocurrir
"
"
Translate to Spanish:
to mention
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/016/a_sound.mp3?1326221642 type=""audio/mpeg""></audio><br>

mencionar
"
"
Translate to Spanish:
to obey
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/017/a_sound.mp3?1326221642 type=""audio/mpeg""></audio><br>

obedecer
"
"
Translate to Spanish:
to protect
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/018/a_sound.mp3?1326221643 type=""audio/mpeg""></audio><br>

proteger
"
"
Translate to Spanish:
to cross
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/019/a_sound.mp3?1326221643 type=""audio/mpeg""></audio><br>

cruzar
"
"
Translate to Spanish:
to figure out
","
<audio controls><source src=""https://s3.amazonaws.com/brainscape-prod/system/cm/000/406/020/a_sound.mp3?1326221643 type=""audio/mpeg""></audio><br>

averiguar
"
